id,team,year,driver_id,total_races
1499,"McLaren Ford",1970,392,11
1500,"Lotus Ford",1970,388,9
1501,BRM,1970,382,13
1502,Ferrari,1970,408,13
1503,BRM,1970,414,13
1504,Ferrari,1970,438,4
1505,"March Ford",1970,353,12
1506,"March Ford",1970,439,9
1507,"Lotus Ford",1970,431,7
1508,"De Tomaso Ford",1970,406,4
1509,"Brabham Ford",1970,426,1
1510,Ferrari,1970,440,8
1511,"McLaren Ford",1970,319,3
1512,"March Ford",1970,435,9
1513,BRM,1970,436,8
1514,"McLaren Ford",1970,441,7
1515,"McLaren Ford",1970,296,3
1516,"Lotus Ford",1970,442,5
1517,"Lotus Ford",1970,331,1
1518,"Surtees Ford",1970,319,7
1519,"McLaren Alfa Romeo",1970,425,4
1520,"De Tomaso Ford",1970,443,4
1521,"Bellasi Ford",1970,410,1
1522,"Lotus Ford",1970,360,1
1523,"Brabham Ford",1970,377,1
1524,"Lotus Ford",1970,411,1
1525,"Lotus Ford",1970,444,2
1526,"Surtees Ford",1970,426,1
1527,"Tyrrell Ford",1970,390,3
1528,"McLaren Ford",1970,246,1
1529,"Brabham Ford",1970,445,1
1530,"Tyrrell Ford",1971,390,11
1531,Ferrari,1971,408,11
1532,Matra,1971,369,10
1533,BRM,1971,382,5
1534,"McLaren Ford",1971,392,10
1535,Matra,1971,402,7
1536,"Tyrrell Ford",1971,435,11
1537,"McLaren Ford",1971,441,7
1538,"Brabham Ford",1971,443,10
1539,BRM,1971,446,9
1540,"Surtees Ford",1971,319,10
1541,"Lotus Ford",1971,444,10
1542,"Lotus Ford",1971,442,10
1543,"March Ford",1971,429,10
1544,Ferrari,1971,428,5
1545,"March Ford",1971,447,3
1546,"March Alfa Romeo",1971,425,7
1547,"March Ford",1971,439,10
1548,Ferrari,1971,440,11
1549,"Surtees Ford",1971,432,10
1550,"Brabham Ford",1971,269,11
1551,BRM,1971,353,11
1552,"Surtees Ford",1971,448,1
1553,"March Ford",1971,449,3
1554,"March Alfa Romeo",1971,450,3
1555,"Lotus Pratt & Whitney",1971,451,1
1556,"March Ford",1971,450,4
1557,"Surtees Ford",1971,426,1
1558,"March Ford",1971,452,5
1559,"Lotus Ford",1971,411,1
1560,"McLaren Ford",1971,414,3
1561,BRM,1971,441,4
1562,BRM,1971,453,4
1563,"March Ford",1971,454,1
1564,"Surtees Ford",1971,420,1
1565,"Brabham Ford",1971,411,1
1566,"March Ford",1971,360,1
1567,"Brabham Ford",1971,423,1
1568,"McLaren Ford",1971,246,3
1569,"Surtees Ford",1971,372,2
1570,"March Ford",1971,455,1
1571,"Bellasi Ford",1971,410,1
1572,"March Ford",1971,456,1
1573,"March Ford",1971,457,1
1574,"March Alfa Romeo",1971,439,1
1575,"March Alfa Romeo",1971,447,1
1576,BRM,1971,422,1
1577,"McLaren Ford",1971,409,1
1578,BRM,1971,458,1
1579,"Lotus Ford",1971,331,2
1580,"Brabham Ford",1971,459,1
1581,"Surtees Ford",1971,460,1
1582,"Tyrrell Ford",1971,385,1
1583,"McLaren Ford",1971,461,1
1584,BRM,1971,436,1
1585,"Lotus Ford",1972,442,12
1586,Ferrari,1972,408,12
1587,Ferrari,1972,440,10
1588,"Surtees Ford",1972,425,12
1589,"McLaren Ford",1972,385,9
1590,"March Ford",1972,462,11
1591,"Brabham Ford",1972,463,10
1592,"Surtees Ford",1972,443,12
1593,"Lotus Ford",1972,451,10
1594,"Brabham Ford",1972,269,12
1595,"March Ford",1972,429,8
1596,"Tyrrell Ford",1972,390,11
1597,Matra,1972,369,11
1598,"Tyrrell Ford",1972,435,12
1599,BRM,1972,441,10
1600,"McLaren Ford",1972,392,12
1601,BRM,1972,446,10
1602,BRM,1972,444,6
1603,Ferrari,1972,428,5
1604,"Surtees Ford",1972,372,10
1605,"March Ford",1972,439,12
1606,"Eifelland Ford",1972,432,8
1607,BRM,1972,402,11
1608,"March Ford",1972,454,12
1609,BRM,1972,447,2
1610,BRM,1972,453,5
1611,"Brabham Ford",1972,464,10
1612,Tecno,1972,450,4
1613,"March Ford",1972,452,9
1614,Ferrari,1972,465,2
1615,BRM,1972,414,1
1616,"Lotus Ford",1972,411,3
1617,"Politoys Ford",1972,429,1
1618,"Connew Ford",1972,466,1
1619,"Surtees Ford",1972,360,1
1620,"McLaren Ford",1972,420,3
1621,"Surtees Ford",1972,319,1
1622,Ferrari,1972,450,1
1623,"Tyrrell Ford",1972,467,2
1624,Tecno,1972,426,2
1625,"McLaren Ford",1972,468,1
1626,"Lotus Ford",1972,444,2
1627,"Surtees Ford",1972,460,1
1628,"March Ford",1972,449,2
1629,BRM,1972,420,1
1630,BRM,1972,430,1
1631,"Lotus Ford",1973,442,15
1632,"Tyrrell Ford",1973,435,14
1633,"Shadow Ford",1973,469,11
1634,"McLaren Ford",1973,385,14
1635,BRM,1973,402,15
1636,"McLaren Ford",1973,392,15
1637,"March Ford",1973,452,14
1638,"March Ford",1973,429,1
1639,BRM,1973,440,14
1640,"Brabham Ford",1973,463,15
1641,"Iso Marlboro Ford",1973,450,5
1642,Ferrari,1973,408,10
1643,"Brabham Ford",1973,464,15
1644,"Iso Marlboro Ford",1973,446,14
1645,"Lotus Ford",1973,439,15
1646,"Tyrrell Ford",1973,390,14
1647,BRM,1973,454,14
1648,"Shadow Ford",1973,269,12
1649,"Surtees Ford",1973,372,15
1650,"Shadow Ford",1973,414,13
1651,"Brabham Ford",1973,425,5
1652,"Surtees Ford",1973,462,15
1653,Tecno,1973,369,4
1654,"March Ford",1973,455,10
1655,"March Ford",1973,470,7
1656,"Iso Marlboro Ford",1973,448,3
1657,"March Ford",1973,471,4
1658,"March Ford",1973,472,2
1659,Ferrari,1973,465,9
1660,"Surtees Ford",1973,473,1
1661,"Ensign Ford",1973,474,6
1662,"Brabham Ford",1973,475,2
1663,"Iso Marlboro Ford",1973,476,1
1664,"Surtees Ford",1973,477,3
1665,"McLaren Ford",1973,468,5
1666,"Brabham Ford",1973,432,4
1667,"Surtees Ford",1973,425,1
1668,"Tyrrell Ford",1973,478,1
1669,"Iso Marlboro Ford",1973,423,1
1670,"Lotus Ford",1973,411,1
1671,"March Ford",1973,444,1
1672,"Iso Marlboro Ford",1973,429,2
1673,"McLaren Ford",1973,408,1
1674,"Iso Marlboro Ford",1973,408,1
1675,"Shadow Ford",1973,420,1
1676,"Tyrrell Ford",1973,369,1
1677,"Iso Marlboro Ford",1973,443,1
1678,BRM,1973,441,1
1679,Ferrari,1974,454,15
1680,Ferrari,1974,440,15
1681,"McLaren Ford",1974,442,15
1682,"March Ford",1974,479,12
1683,"Tyrrell Ford",1974,468,15
1684,"McLaren Ford",1974,392,15
1685,"Shadow Ford",1974,420,3
1686,"Tyrrell Ford",1974,467,15
1687,"McLaren Ford",1974,372,11
1688,"Hesketh Ford",1974,470,12
1689,"Brabham Ford",1974,475,15
1690,BRM,1974,429,12
1691,"Surtees Ford",1974,462,7
1692,"Trojan Ford",1974,443,6
1693,"Shadow Ford",1974,455,14
1694,"Lola Ford",1974,269,15
1695,"Iso Marlboro Ford",1974,465,14
1696,"Surtees Ford",1974,477,10
1697,BRM,1974,466,10
1698,"Lotus Ford",1974,408,15
1699,"Lotus Ford",1974,439,15
1700,"Amon Ford",1974,369,1
1701,"Brabham Ford",1974,474,4
1702,"Brabham Ford",1974,464,15
1703,BRM,1974,402,14
1704,"March Ford",1974,480,11
1705,"Lola Ford",1974,481,7
1706,"Iso Marlboro Ford",1974,448,1
1707,"Ensign Ford",1974,482,5
1708,"Brabham Ford",1974,483,1
1709,"Token Ford",1974,484,1
1710,"Brabham Ford",1974,485,1
1711,"Shadow Ford",1974,484,8
1712,"March Ford",1974,446,2
1713,"Brabham Ford",1974,486,3
1714,"March Ford",1974,470,2
1715,"Shadow Ford",1974,385,2
1716,"Brabham Ford",1974,462,6
1717,"Lola Ford",1974,441,1
1718,"McLaren Ford",1974,409,2
1719,"Surtees Ford",1974,487,1
1720,"Token Ford",1974,488,2
1721,"Iso Marlboro Ford",1974,489,5
1722,"Lola Ford",1974,432,4
1723,"Lotus Ford",1974,490,1
1724,"Tyrrell Ford",1974,478,1
1725,"McLaren Ford",1974,411,1
1726,"Lotus Ford",1974,491,1
1727,"Iso Marlboro Ford",1974,492,2
1728,"March Ford",1974,444,1
1729,"Surtees Ford",1974,493,1
1730,"Shadow Ford",1974,494,1
1731,"Surtees Ford",1974,426,1
1732,"McLaren Ford",1974,477,2
1733,BRM,1974,369,2
1734,"Ensign Ford",1974,495,1
1735,"Penske Ford",1974,461,2
1736,"Surtees Ford",1974,496,1
1737,"Surtees Ford",1974,497,2
1738,"Lotus Ford",1974,443,1
1739,"Parnelli Ford",1974,428,2
1740,"Brabham Ford",1974,417,1
1741,"McLaren Ford",1975,477,14
1742,"Lotus Ford",1975,408,9
1743,"Brabham Ford",1975,464,14
1744,"Shadow Ford",1975,455,11
1745,"March Ford",1975,480,14
1746,"March Ford",1975,498,10
1747,"Frank Williams Racing Cars/Williams",1975,499,1
1748,"Surtees Ford",1975,475,11
1749,"Hill Ford",1975,432,4
1750,"Brabham Ford",1975,462,14
1751,Ferrari,1975,440,14
1752,"Lotus Ford",1975,439,14
1753,"Shadow Ford",1975,484,14
1754,"Ensign Ford",1975,500,3
1755,"Hill Ford",1975,466,2
1756,"Parnelli Ford",1975,428,12
1757,BRM,1975,501,8
1758,"Hesketh Ford",1975,470,14
1759,"Tyrrell Ford",1975,468,14
1760,"Penske Ford",1975,461,9
1761,"Hesketh Ford",1975,502,4
1762,"Tyrrell Ford",1975,467,14
1763,"Frank Williams Racing Cars/Williams",1975,465,5
1764,"Fittipaldi Ford",1975,463,11
1765,Ferrari,1975,454,14
1766,"McLaren Ford",1975,442,13
1767,"Frank Williams Racing Cars/Williams",1975,489,10
1768,"Hill Ford",1975,499,9
1769,"Ensign Ford",1975,448,3
1770,"Frank Williams Racing Cars/Williams",1975,490,2
1771,"Hill Ford",1975,502,4
1772,"Lola Ford",1975,269,2
1773,"Lola Ford",1975,432,2
1774,BRM,1975,495,2
1775,"March Ford",1975,461,2
1776,"Lotus Ford",1975,503,2
1777,"Lyncar Ford",1975,504,1
1778,"Surtees Ford",1975,505,1
1779,"March Ford",1975,479,5
1780,"Lotus Ford",1975,506,2
1781,"Ensign Ford",1975,369,2
1782,"Hesketh Ford",1975,507,3
1783,"Hesketh Ford",1975,508,3
1784,"Frank Williams Racing Cars/Williams",1975,509,1
1785,"Shadow Matra",1975,455,2
1786,"Lotus Ford",1975,510,1
1787,"Lotus Ford",1975,478,1
1788,"McLaren Ford",1975,411,1
1789,"Tyrrell Ford",1975,490,1
1790,"Hesketh Ford",1975,511,1
1791,"Frank Williams Racing Cars/Williams",1975,512,1
1792,"Hill Ford",1975,482,1
1793,"Fittipaldi Ford",1975,465,1
1794,"Frank Williams Racing Cars/Williams",1975,513,1
1795,"Tyrrell Ford",1975,514,1
1796,"Lotus Ford",1975,475,1
1797,"Penske Ford",1975,475,1
1798,"Tyrrell Ford",1975,515,1
1799,"McLaren Ford",1976,470,16
1800,Ferrari,1976,454,14
1801,"Lotus Ford",1976,516,15
1802,"Brabham Alfa Romeo",1976,464,12
1803,"Ensign Ford",1976,369,8
1804,"Brabham Alfa Romeo",1976,462,16
1805,Wolf-Williams,1976,408,4
1806,"Shadow Ford",1976,484,16
1807,"Surtees Ford",1976,502,14
1808,Wolf-Williams,1976,515,6
1809,Ferrari,1976,440,15
1810,"Ligier Matra",1976,489,16
1811,"Boro Ford",1976,517,5
1812,"McLaren Ford",1976,477,16
1813,"Shadow Ford",1976,455,16
1814,"Tyrrell Ford",1976,468,16
1815,"Penske Ford",1976,475,16
1816,"March Ford",1976,465,5
1817,"Lotus Ford",1976,428,13
1818,"Tyrrell Ford",1976,467,16
1819,"March Ford",1976,480,16
1820,"March Ford",1976,479,16
1821,"March Ford",1976,439,15
1822,"Fittipaldi Ford",1976,442,15
1823,nan,1976,518,3
1824,"Surtees Ford",1976,507,10
1825,"Hesketh Ford",1976,508,11
1826,nan,1976,519,1
1827,"Surtees Ford",1976,429,7
1828,"Hesketh Ford",1976,432,1
1829,"Ensign Ford",1976,408,4
1830,"Penske Ford",1976,520,1
1831,"Surtees Ford",1976,521,1
1832,Wolf-Williams,1976,465,6
1833,Wolf-Williams,1976,513,1
1834,"Fittipaldi Ford",1976,522,1
1835,"March Ford",1976,498,1
1836,"Lotus Ford",1976,439,1
1837,BRM,1976,488,1
1838,"Brabham Alfa Romeo",1976,501,1
1839,"Hesketh Ford",1976,481,4
1840,"Tyrrell Ford",1976,523,3
1841,nan,1976,498,1
1842,"Ensign Ford",1976,524,1
1843,"Parnelli Ford",1976,428,2
1844,"Lotus Ford",1976,501,1
1845,"Tyrrell Ford",1976,490,1
1846,"Hesketh Ford",1976,525,1
1847,Wolf-Williams,1976,526,1
1848,"Brabham Alfa Romeo",1976,517,3
1849,Ferrari,1976,464,1
1850,"Brabham Alfa Romeo",1976,432,2
1851,"Ensign Ford",1976,519,1
1852,"Surtees Ford",1976,527,1
1853,"Kojima Ford",1976,528,1
1854,Wolf-Williams,1976,524,1
1855,"Tyrrell Ford",1976,529,1
1856,"Lotus Ford",1977,428,17
1857,Ferrari,1977,464,17
1858,"Wolf Ford",1977,468,17
1859,"McLaren Ford",1977,477,17
1860,"Lotus Ford",1977,516,16
1861,"Brabham Alfa Romeo",1977,479,14
1862,"Ligier Matra",1977,489,17
1863,"Tyrrell Ford",1977,439,17
1864,"Surtees Ford",1977,524,9
1865,"March Ford",1977,507,3
1866,"March Ford",1977,490,13
1867,"March Ford",1977,519,8
1868,"McLaren Ford",1977,530,2
1869,"Fittipaldi Ford",1977,442,14
1870,"Brabham Alfa Romeo",1977,475,17
1871,"Shadow Ford",1977,502,14
1872,"Hesketh Ford",1977,531,12
1873,"Hesketh Ford",1977,508,3
1874,"Shadow Ford",1977,513,5
1875,"March Ford",1977,465,4
1876,"Tyrrell Ford",1977,467,17
1877,"McLaren Ford",1977,470,17
1878,"Ensign Ford",1977,440,15
1879,"Surtees Ford",1977,480,17
1880,Ferrari,1977,454,14
1881,"Penske Ford",1977,455,10
1882,"Surtees Ford",1977,517,1
1883,"LEC Ford",1977,471,3
1884,"March Ford",1977,520,2
1885,"Shadow Ford",1977,532,9
1886,"Ensign Ford",1977,533,7
1887,"Penske Ford",1977,524,2
1888,"McLaren Ford",1977,507,8
1889,"March Ford",1977,525,9
1890,"Boro Ford",1977,503,1
1891,Renault,1977,514,4
1892,"Brabham Alfa Romeo",1977,462,3
1893,"Shadow Ford",1977,484,3
1894,"Fittipaldi Ford",1977,522,2
1895,BRM,1977,517,2
1896,"McLaren Ford",1977,534,1
1897,"Surtees Ford",1977,482,3
1898,"Shadow Ford",1977,465,1
1899,"March Ford",1977,479,1
1900,"Shadow Ford",1977,455,1
1901,"Hesketh Ford",1977,488,1
1902,"Penske Ford",1977,535,2
1903,"Shadow Ford",1977,414,1
1904,"Ensign Ford",1977,408,1
1905,"March Ford",1977,503,1
1906,"McLaren Ford",1977,536,1
1907,"Tyrrell Ford",1977,537,1
1908,"Kojima Ford",1977,529,1
1909,Ferrari,1977,534,2
1910,"Ligier Matra",1977,455,1
1911,"Kojima Ford",1977,527,1
1912,"Hesketh Ford",1977,538,1
1913,"Penske Ford",1977,539,1
1914,"Lotus Ford",1978,428,16
1915,"Lotus Ford",1978,439,14
1916,"Ligier Matra",1978,489,16
1917,"Wolf Ford",1978,468,16
1918,"Brabham Alfa Romeo",1978,475,16
1919,"McLaren Ford",1978,470,16
1920,"Surtees Ford",1978,480,12
1921,"Williams Ford",1978,502,16
1922,"ATS Ford",1978,477,10
1923,Ferrari,1978,534,16
1924,"Surtees Ford",1978,531,8
1925,"Tyrrell Ford",1978,540,16
1926,Renault,1978,514,14
1927,"Arrows Ford",1978,432,9
1928,"Shadow Ford",1978,440,12
1929,"Ensign Ford",1978,408,3
1930,"Fittipaldi Ford",1978,442,16
1931,Ferrari,1978,464,16
1932,"Brabham Alfa Romeo",1978,454,16
1933,"Tyrrell Ford",1978,467,16
1934,"Shadow Ford",1978,479,16
1935,"Lotus Ford",1978,538,9
1936,"Arrows Ford",1978,532,14
1937,"McLaren Ford",1978,533,15
1938,"McLaren Ford",1978,507,9
1939,"McLaren Ford",1978,536,5
1940,"Martini Ford",1978,541,5
1941,"Merzario Ford",1978,465,8
1942,"Wolf Ford",1978,542,3
1943,"McLaren Ford",1978,543,3
1944,"Ensign Ford",1978,544,6
1945,"ATS Ford",1978,455,4
1946,"Ensign Ford",1978,535,2
1947,"Ensign Ford",1978,545,3
1948,"ATS Ford",1978,542,5
1949,"Ensign Ford",1978,508,2
1950,"Theodore Ford",1978,542,1
1951,"Hesketh Ford",1978,546,1
1952,"Surtees Ford",1978,541,2
1953,"Wolf Ford",1978,547,2
1954,"Ensign Ford",1978,507,1
1955,"Lotus Ford",1978,455,2
1956,"ATS Ford",1978,548,1
1957,"Ensign Ford",1978,543,1
1958,"Brabham Alfa Romeo",1978,543,1
1959,"Ligier Ford",1979,467,7
1960,"Lotus Ford",1979,464,15
1961,"Lotus Ford",1979,428,15
1962,Ferrari,1979,468,15
1963,"Tyrrell Ford",1979,455,13
1964,"Tyrrell Ford",1979,540,15
1965,Ferrari,1979,534,15
1966,"Arrows Ford",1979,477,13
1967,Renault,1979,541,15
1968,"Arrows Ford",1979,532,15
1969,"Fittipaldi Ford",1979,442,15
1970,"Shadow Ford",1979,549,12
1971,"McLaren Ford",1979,533,13
1972,"ATS Ford",1979,479,14
1973,"Brabham Alfa Romeo",1979,454,13
1974,"Lotus Ford",1979,538,9
1975,"Williams Ford",1979,502,15
1976,"Shadow Ford",1979,550,14
1977,"Williams Ford",1979,440,15
1978,"Wolf Ford",1979,470,7
1979,"McLaren Ford",1979,475,15
1980,Renault,1979,514,15
1981,"Ligier Ford",1979,489,15
1982,"Brabham Alfa Romeo",1979,543,13
1983,"Alfa Romeo",1979,536,4
1984,"Ligier Ford",1979,408,8
1985,"Wolf Ford",1979,542,7
1986,"Ensign Ford",1979,544,3
1987,"Merzario Ford",1979,465,2
1988,"Ensign Ford",1979,551,2
1989,"Tyrrell Ford",1979,544,3
1990,"Brabham Ford",1979,543,2
1991,"Ensign Ford",1979,552,1
1992,"Brabham Ford",1979,553,2
1993,"Alfa Romeo",1979,480,2
1994,"Tyrrell Ford",1979,554,1
1995,"Rebaque Ford",1979,538,1
1996,"Ligier Ford",1980,540,14
1997,"Williams Ford",1980,502,14
1998,"Williams Ford",1980,464,14
1999,Renault,1980,541,14
2000,"Tyrrell Ford",1980,455,14
2001,Ferrari,1980,534,14
2002,"Fittipaldi Ford",1980,542,13
2003,Ferrari,1980,468,13
2004,"Tyrrell Ford",1980,544,14
2005,"Lotus Ford",1980,550,14
2006,"Ligier Ford",1980,489,14
2007,"ATS Ford",1980,549,6
2008,"McLaren Ford",1980,475,14
2009,"Arrows Ford",1980,532,14
2010,"Lotus Ford",1980,428,14
2011,"Alfa Romeo",1980,467,8
2012,"Brabham Ford",1980,543,14
2013,"McLaren Ford",1980,555,13
2014,"Fittipaldi Ford",1980,442,14
2015,"Ensign Ford",1980,556,2
2016,"Alfa Romeo",1980,536,14
2017,"Brabham Ford",1980,553,7
2018,Renault,1980,514,13
2019,"Arrows Ford",1980,477,13
2020,"Shadow Ford",1980,554,4
2021,"Shadow Ford",1980,557,6
2022,"Osella Ford",1980,546,14
2023,"ATS Ford",1980,552,10
2024,"Ensign Ford",1980,554,2
2025,"Alfa Romeo",1980,480,2
2026,"Lotus Ford",1980,558,3
2027,"Brabham Ford",1980,538,7
2028,"Williams Ford",1980,531,6
2029,"Ensign Ford",1980,549,7
2030,"Arrows Ford",1980,559,1
2031,"Ensign Ford",1980,440,4
2032,"Shadow Ford",1980,560,2
2033,"Alfa Romeo",1980,561,2
2034,"Tyrrell Ford",1980,559,2
2035,"Arrows Ford",1980,562,1
2036,"ATS Ford",1980,508,1
2037,Ferrari,1981,534,15
2038,"Ligier Matra",1981,489,15
2039,"McLaren Ford",1981,475,15
2040,"Williams Ford",1981,464,15
2041,"Lotus Ford",1981,550,14
2042,"Lotus Ford",1981,558,13
2043,"Williams Ford",1981,502,15
2044,"Alfa Romeo",1981,428,15
2045,Renault,1981,541,14
2046,"Alfa Romeo",1981,536,15
2047,"Fittipaldi Ford",1981,563,5
2048,"Fittipaldi Ford",1981,542,9
2049,"Theodore Ford",1981,533,6
2050,"Ensign Ford",1981,564,8
2051,Ferrari,1981,540,15
2052,"March Ford",1981,544,8
2053,"Tyrrell Ford",1981,546,14
2054,"Ligier Matra",1981,514,3
2055,"Brabham Ford",1981,538,14
2056,"Arrows Ford",1981,565,9
2057,"Brabham Ford",1981,543,15
2058,Renault,1981,555,15
2059,"Arrows Ford",1981,532,15
2060,"McLaren Ford",1981,561,14
2061,"Ensign Ford",1981,552,6
2062,"Tyrrell Ford",1981,566,10
2063,"Osella Hart",1981,567,1
2064,"Osella Hart",1981,568,3
2065,"Theodore Ford",1981,552,7
2066,"ATS Ford",1981,569,7
2067,"Osella Hart",1981,455,7
2068,"Ligier Matra",1981,533,8
2069,"ATS Ford",1981,549,2
2070,"Tyrrell Ford",1981,553,2
2071,"Ligier Matra",1981,455,2
2072,"Toleman Hart",1981,570,1
2073,"Toleman Hart",1981,503,1
2074,"March Ford",1981,564,1
2075,"Osella Hart",1981,571,1
2076,"McLaren Ford",1982,475,15
2077,"Williams Ford",1982,542,15
2078,"McLaren Ford",1982,454,14
2079,"Ligier Matra",1982,546,14
2080,"Lotus Ford",1982,550,15
2081,"Brabham BMW",1982,543,12
2082,"Fittipaldi Ford",1982,563,9
2083,"Arrows Ford",1982,552,12
2084,"March Ford",1982,572,10
2085,"Ligier Matra",1982,489,15
2086,"Williams Ford",1982,544,12
2087,"March Ford",1982,477,9
2088,Renault,1982,555,16
2089,"Brabham BMW",1982,532,10
2090,"Arrows Ford",1982,573,11
2091,"Osella Ford",1982,455,13
2092,"Alfa Romeo",1982,561,16
2093,"Tyrrell Ford",1982,503,13
2094,"Tyrrell Ford",1982,566,16
2095,"Toleman Hart",1982,570,10
2096,"Toleman Hart",1982,574,7
2097,"Lotus Ford",1982,558,13
2098,Renault,1982,541,16
2099,"ATS Ford",1982,562,13
2100,"ATS Ford",1982,564,13
2101,"Alfa Romeo",1982,536,16
2102,Ferrari,1982,540,10
2103,Ferrari,1982,533,6
2104,"Theodore Ford",1982,549,1
2105,"Brabham Ford",1982,543,2
2106,"Tyrrell Ford",1982,569,3
2107,"Brabham Ford",1982,532,5
2108,Ferrari,1982,534,4
2109,"Williams Ford",1982,464,2
2110,"Theodore Ford",1982,544,3
2111,"Ensign Ford",1982,575,8
2112,"Theodore Ford",1982,576,2
2113,"March Ford",1982,531,3
2114,Ferrari,1982,428,2
2115,"Arrows Ford",1982,503,1
2116,"Williams Ford",1982,428,1
2117,"Lotus Ford",1982,554,1
2118,"Osella Ford",1982,577,2
2119,"Theodore Ford",1982,554,1
2120,"Brabham BMW",1983,543,15
2121,Renault,1983,555,15
2122,"Lotus Renault",1983,558,7
2123,"Alfa Romeo",1983,561,14
2124,"Toleman Hart",1983,570,15
2125,"Toleman Hart",1983,536,14
2126,"Brabham BMW",1983,532,14
2127,"ATS BMW",1983,562,13
2128,Ferrari,1983,541,15
2129,Renault,1983,546,15
2130,"Arrows Ford",1983,578,10
2131,"Theodore Ford",1983,575,12
2132,"Williams Ford",1983,579,1
2133,"Spirit Honda",1983,560,6
2134,"Ligier Ford",1983,572,13
2135,Ferrari,1983,533,14
2136,"Tyrrell Ford",1983,566,14
2137,"Osella Alfa Romeo",1983,567,7
2138,"Arrows Ford",1983,552,13
2139,"Williams Ford",1983,542,13
2140,"Alfa Romeo",1983,573,15
2141,"McLaren TAG",1983,475,2
2142,"Tyrrell Ford",1983,580,13
2143,"McLaren TAG",1983,454,4
2144,"Lotus Renault",1983,550,13
2145,"Williams Ford",1983,489,12
2146,"Theodore Ford",1983,581,9
2147,"McLaren Ford",1983,454,9
2148,"Lotus Ford",1983,558,7
2149,"Osella Ford",1983,582,5
2150,"McLaren Ford",1983,475,11
2151,"Ligier Ford",1983,455,13
2152,"Osella Alfa Romeo",1983,582,4
2153,"Arrows Ford",1983,563,4
2154,"RAM Ford",1983,564,2
2155,"Williams Honda",1983,542,1
2156,"RAM Ford",1983,583,1
2157,"Williams Honda",1983,489,1
2158,"Arrows Ford",1983,502,1
2159,"McLaren TAG",1984,555,16
2160,Ferrari,1984,566,16
2161,"Brabham BMW",1984,543,16
2162,"McLaren TAG",1984,454,16
2163,Ferrari,1984,541,16
2164,"Alfa Romeo",1984,532,16
2165,"Ligier Renault",1984,561,15
2166,"Spirit Hart",1984,573,7
2167,"Arrows BMW",1984,578,12
2168,"Ligier Renault",1984,584,13
2169,Renault,1984,570,15
2170,"Osella Alfa Romeo",1984,585,7
2171,"Brabham BMW",1984,574,12
2172,"Lotus Renault",1984,558,16
2173,Renault,1984,533,13
2174,"Alfa Romeo",1984,546,14
2175,"RAM Hart",1984,586,12
2176,"RAM Hart",1984,579,14
2177,"Williams Honda",1984,489,16
2178,"Lotus Renault",1984,550,16
2179,"Toleman Hart",1984,560,3
2180,"Williams Honda",1984,542,15
2181,"Toleman Hart",1984,587,13
2182,"Arrows Ford",1984,552,5
2183,"ATS BMW",1984,562,10
2184,"Osella Alfa Romeo",1984,567,13
2185,"Toleman Hart",1984,581,9
2186,"Spirit Hart",1984,588,7
2187,"Arrows BMW",1984,552,8
2188,"Arrows Ford",1984,578,3
2189,"ATS BMW",1984,589,3
2190,"Brabham BMW",1984,582,3
2191,"Brabham BMW",1984,562,1
2192,Renault,1984,590,1
2193,"RAM Hart",1984,559,1
2194,"Williams Honda",1985,558,15
2195,"Lotus Renault",1985,587,16
2196,"Williams Honda",1985,542,16
2197,"McLaren TAG",1985,555,15
2198,"Lotus Renault",1985,550,15
2199,"Arrows BMW",1985,578,16
2200,"McLaren TAG",1985,475,1
2201,"Ligier Renault",1985,590,4
2202,"Alfa Romeo",1985,532,16
2203,"Arrows BMW",1985,589,16
2204,"Alfa Romeo",1985,546,16
2205,Renault,1985,533,15
2206,"Brabham BMW",1985,552,12
2207,Ferrari,1985,560,15
2208,"Ligier Renault",1985,489,15
2209,Zakspeed,1985,591,2
2210,"Tyrrell Renault",1985,592,2
2211,"Tyrrell Renault",1985,593,8
2212,"Toleman Hart",1985,574,13
2213,"RAM Hart",1985,586,13
2214,"Toleman Hart",1985,567,6
2215,"Lola Hart",1985,502,3
2216,Ferrari,1985,566,16
2217,"Brabham BMW",1985,543,16
2218,Renault,1985,570,15
2219,"Minardi Motori Moderni",1985,594,13
2220,"Osella Alfa Romeo",1985,588,7
2221,"McLaren TAG",1985,454,14
2222,"Tyrrell Renault",1985,595,3
2223,"Ligier Renault",1985,561,11
2224,Zakspeed,1985,579,7
2225,Ferrari,1985,541,1
2226,"Tyrrell Ford",1985,560,1
2227,"Tyrrell Ford",1985,593,7
2228,"Osella Alfa Romeo",1985,567,7
2229,"RAM Hart",1985,562,8
2230,"Minardi Ford",1985,594,2
2231,"Brabham BMW",1985,584,3
2232,"Spirit Hart",1985,573,3
2233,"Tyrrell Ford",1985,595,6
2234,"RAM Hart",1985,583,2
2235,"Tyrrell Renault",1985,590,1
2236,Renault,1985,584,1
2237,"Lotus Renault",1986,587,16
2238,"Williams Honda",1986,558,16
2239,"McLaren TAG",1986,555,16
2240,"McLaren TAG",1986,542,16
2241,"Benetton BMW",1986,574,16
2242,"Benetton BMW",1986,589,16
2243,"Arrows BMW",1986,578,16
2244,"Lola Hart",1986,533,3
2245,"Lotus Renault",1986,596,15
2246,"Tyrrell Renault",1986,593,16
2247,"Ligier Renault",1986,489,8
